mun_code,year,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12
26015,1992,32.72,14.31,61.85,131.23,51.29,137.05,87.91,75.87,91.2,283.66,60.09,148.04
26015,1993,3.53,2.41,60.86,55.56,19.35,89.19,67.93,93.04,147.82,253.62,71.28,48.74
26015,1994,93.72,33.65,18.59,145.47,81.36,64.24,22.14,73.61,163.87,76.79,111.03,50.92
26015,1995,46.3,65.55,87.52,53.45,156.8,198.15,40.28,99.14,195.87,14.83,55.62,103.75
26015,1996,107.95,36.24,24.45,82.56,141.66,76.11,52.23,196.84,103.85,347.4,239.98,84.26
26015,1997,95.37,8.31,29.3,82.92,65.23,145.79,69.59,83.01,31.45,25.66,157.55,154.32
26015,1998,36.37,6.72,12.98,179.05,55.23,99.54,78.68,36.86,260.53,303.11,38.84,14.75
26015,1999,53.68,28.57,102.11,156.71,126.35,74.73,77.08,96.64,79.47,112.2,129.78,72.35
26015,2000,7.29,4.94,109.83,87.15,66.77,70.03,84.12,36.88,141.81,209.73,278.48,75.86
26015,2001,134.51,14.67,168.07,113.08,64.26,72.37,126.43,27.27,246.8,63.73,51.8,12.65
26015,2002,19.75,73.25,24.2,149.08,183.41,153.65,213.25,190.12,128.58,123.51,208.61,66.64
26015,2003,91.68,12.47,5.91,119.39,28.33,33.25,48.48,65.6,66.11,88.94,144.91,102.75
26015,2004,74.05,151.3,89.95,77.39,140.63,73.07,33.14,105.69,105.24,151.74,192.27,123.03
26015,2005,13.45,25.68,26.48,103.04,69.16,44.52,84.21,166.23,199.17,114.37,118.29,70.67
26015,2006,58.45,53.18,80.47,122.08,113.96,12.84,13.6,146.07,110.21,37.19,34.56,89.97
26015,2007,84.91,65.05,99.94,24.71,112.18,92.65,67.31,154.3,155.19,104.54,42.47,20.57
26015,2008,129.54,52.1,101.51,124.92,164.38,119.86,104.46,123.71,59.18,82.33,204.4,237.34
26015,2009,107.58,110.91,171.2,115.21,20.65,94.21,84.43,85.28,120.35,72.05,126.94,161.42
26015,2010,78.11,146.48,65.33,66.09,221.08,150.25,89.21,116.38,175.35,149.91,318.8,171.17
26015,2011,26.03,54.91,117.25,17.68,72.01,134.25,117.4,22.65,158.44,123.63,89.14,25.88
26015,2012,20.05,26.16,14.4,160.67,103.34,88.45,77.23,23.14,238.03,150.98,253.1,47.95
26015,2013,102.04,101.43,183.16,90.42,245.93,107.82,38.54,106.48,96.77,117.53,192.55,69.1
26015,2014,242.23,360.6,99.35,70.16,102.71,71.87,220.9,160.88,116.44,61.43,275.24,149.51
26015,2015,48.44,63.72,90.69,45.75,113.88,117,62.4,85.87,141.77,175.48,16.43,1.65
26015,2016,51.02,194.74,137.17,82.23,150.58,152.23,69.55,86.65,137.82,128.51,157.66,0.28
26015,2017,11.95,88.88,34.87,97.77,69.88,153.45,48.73,101.28,346.41,28.55,147.11,108.52
26015,2018,67.37,76.79,139.22,107.43,143.18,103.9,62.56,128.38,94.7,166.94,121.94,11.61
26015,2019,16,69.93,22.38,221.86,229.64,33.05,142.71,50.99,166.46,60.82,400.12,116.58
26015,2020,16.39,19.17,96.15,20.63,95.28,205.9,43.02,118.15,172.88,184.86,16.91,298.18
26015,2021,132.05,81.91,13.53,116.25,196.68,22.62,166.26,95.41,50.78,107.23,166.84,63.59
26015,2022,36.13,31.23,3.92,90.79,43.84,99.96,37.47,92.73,133.64,43.2,124.53,89.85
26016,1991,33.52,32.74,78.91,84.56,221.61,94.42,44.55,80.37,67.43,150.59,139.71,11.72
26016,1992,32.72,14.31,61.85,131.23,51.29,137.05,87.91,75.87,91.2,283.66,60.09,148.04
26016,1993,3.53,2.41,60.86,55.56,19.35,89.19,67.93,93.04,147.82,253.62,71.28,48.74
26016,1994,93.72,33.65,18.59,145.47,81.36,64.24,22.14,73.61,163.87,76.79,111.03,50.92
26016,1995,46.3,65.55,87.52,53.45,156.8,198.15,40.28,99.14,195.87,14.83,55.62,103.75
26016,1996,107.95,36.24,24.45,82.56,141.66,76.11,52.23,196.84,103.85,347.4,239.98,84.26
26016,1997,95.37,8.31,29.3,82.92,65.23,145.79,69.59,83.01,31.45,25.66,157.55,154.32
26016,1998,36.37,6.72,12.98,179.05,55.23,99.54,78.68,36.86,260.53,303.11,38.84,14.75
26016,1999,53.68,28.57,102.11,156.71,126.35,74.73,77.08,96.64,79.47,112.2,129.78,72.35
26016,2000,7.29,4.94,109.83,87.15,66.77,70.03,84.12,36.88,141.81,209.73,278.48,75.86
26016,2001,134.51,14.67,168.07,113.08,64.26,72.37,126.43,27.27,246.8,63.73,51.8,12.65
26016,2002,19.75,73.25,24.2,149.08,183.41,153.65,213.25,190.12,128.58,123.51,208.61,66.64
26016,2003,91.68,12.47,5.91,119.39,28.33,33.25,48.48,65.6,66.11,88.94,144.91,102.75
26016,2004,74.05,151.3,89.95,77.39,140.63,73.07,33.14,105.69,105.24,151.74,192.27,123.03
26016,2005,13.45,25.68,26.48,103.04,69.16,44.52,84.21,166.23,199.17,114.37,118.29,70.67
26016,2006,58.45,53.18,80.47,122.08,113.96,12.84,13.6,146.07,110.21,37.19,34.56,89.97
26016,2007,84.91,65.05,99.94,24.71,112.18,92.65,67.31,154.3,155.19,104.54,42.47,20.57
26016,2008,129.54,52.1,101.51,124.92,164.38,119.86,104.46,123.71,59.18,82.33,204.4,237.34
26016,2009,107.58,110.91,171.2,115.21,20.65,94.21,84.43,85.28,120.35,72.05,126.94,161.42
26016,2010,78.11,146.48,65.33,66.09,221.08,150.25,89.21,116.38,175.35,149.91,318.8,171.17
26016,2011,26.03,54.91,117.25,17.68,72.01,134.25,117.4,22.65,158.44,123.63,89.14,25.88
26016,2012,20.05,26.16,14.4,160.67,103.34,88.45,77.23,23.14,238.03,150.98,253.1,47.95
26016,2013,102.04,101.43,183.16,90.42,245.93,107.82,38.54,106.48,96.77,117.53,192.55,69.1
26016,2014,242.23,360.6,99.35,70.16,102.71,71.87,220.9,160.88,116.44,61.43,275.24,149.51
26016,2015,48.44,63.72,90.69,45.75,113.88,117,62.4,85.87,141.77,175.48,16.43,1.65
26016,2016,51.02,194.74,137.17,82.23,150.58,152.23,69.55,86.65,137.82,128.51,157.66,0.28
26016,2017,11.95,88.88,34.87,97.77,69.88,153.45,48.73,101.28,346.41,28.55,147.11,108.52
26016,2018,67.37,76.79,139.22,107.43,143.18,103.9,62.56,128.38,94.7,166.94,121.94,11.61
26016,2019,16,69.93,22.38,221.86,229.64,33.05,142.71,50.99,166.46,60.82,400.12,116.58
26016,2020,16.39,19.17,96.15,20.63,95.28,205.9,43.02,118.15,172.88,184.86,16.91,298.18
26016,2021,132.05,81.91,13.53,116.25,196.68,22.62,166.26,95.41,50.78,107.23,166.84,63.59
26016,2022,36.13,31.23,3.92,90.79,43.84,99.96,37.47,92.73,133.64,43.2,124.53,89.85
26019,1991,44.07,39.05,115.1,84.05,225.09,103.24,28.91,68.13,88.41,164.28,139.14,18.5
26019,1992,33.78,22.55,83.71,176.29,64.12,150.3,96.7,64.28,77.37,299.43,66.32,200.12
26019,1993,18.35,2.94,76.99,70.67,30.97,88.88,86.06,70.74,180.68,291.58,60.08,54.21
26019,1994,79.22,39.43,44.57,151.82,94.56,67.5,29.26,58.14,175.96,58.1,135.92,54.72
26019,1995,49.74,68.09,81.87,82.58,161.24,205.94,32.35,83.75,204.25,10.69,60.6,115.53
26019,1996,119.9,32.64,53.12,76.42,180.04,77.49,71.92,157.3,98.67,384.37,244.06,90.59
26019,1997,88.57,26.6,49.11,88.11,84.75,159.64,87.25,82.8,23.51,26.85,188.99,171.67
26019,1998,36.81,3.6,57.83,236.17,57.94,96.33,88.91,30.73,248.2,299.33,35.35,8.38
26019,1999,63.28,19.02,121.46,177.72,143.25,58.99,63.28,89.52,97.23,129.54,116.95,68.14
26019,2000,9.64,13.83,147.83,99.98,76.24,62.24,86.67,30.61,150.78,273.3,359.46,64.42
26019,2001,140.91,24.15,205.6,132.5,71.45,62.2,108.1,13.29,186.63,60.28,42.72,15.93
26019,2002,27.95,100,39.4,169.02,211.42,209.64,193.27,154.15,128.49,155.1,339.48,72.36
26019,2003,82.21,9.8,22.48,129.82,45.82,30.69,42.28,57.47,46.68,88.95,204.29,114.68
26019,2004,114.11,145.73,104.72,99.77,218.07,94.51,45.26,79.95,115.59,172.3,207.23,125.51
26019,2005,19.6,32.71,28.88,128.04,92.05,58.31,67.19,146.93,193.2,154.48,90.66,71.02
26019,2006,66.45,65.95,92.29,126.57,143.25,21.18,17.99,121.76,136.09,54.67,33.16,111.31
26019,2007,75.65,59.45,136.46,33.02,147.24,92.22,48.58,136.68,164.37,104.68,86.27,30.51
26019,2008,178,55.56,105.07,144.74,228.36,117.62,92.57,82.58,65.01,124.78,214.76,271.89
26019,2009,127.51,152.36,194.43,149.71,37.71,114.71,68.33,61.65,124.05,63.18,137.27,182.7
26019,2010,77.33,127.35,98.79,71.97,257.04,143.75,61.57,125.08,149.27,168.51,412.59,196.09
26019,2011,23.77,75.15,151.41,22.07,75.72,109.78,72.14,38.97,148.68,154.42,128.97,24.6
26019,2012,17.24,31.86,26.73,189.02,132.91,115.43,63.37,19.8,214.48,170.96,316.37,46.19
26019,2013,102.78,94.3,180.81,122.06,294.67,100.08,32.83,80.44,81.64,129.41,201.98,128.64
26019,2014,269.16,343.53,127.79,111.52,100.5,79.48,221.62,144.62,89.66,58.36,321.62,132.37
26019,2015,63.71,73.85,101.22,48.69,124.43,126.62,61.88,47.21,122.43,156.04,24.51,5.71
26019,2016,44.37,202.27,163.38,110.28,179.14,154.45,40.54,76.13,93.88,121.03,126.71,1.8
26019,2017,11.65,86.84,62.67,129.02,70.56,113.17,39.07,71.05,264.62,28.59,166.34,140.87
26019,2018,100.55,66.25,147.23,141.58,127.8,91.24,63,69.94,73.09,208.57,128.88,14.19
26019,2019,18.4,88.75,33.01,314.52,244.46,29.98,113.15,44.35,137.3,87.55,428.69,141.83
26019,2020,15.38,35.64,120.6,24.61,132.87,216.12,50.9,116.98,139.59,220.1,12.42,394.63
26019,2021,141.62,87.17,16.39,100.9,225.63,29.49,143.46,81.37,42.3,112.75,176.85,59.58
26019,2022,44.13,50.44,11.35,103.37,51.7,81.95,41.71,70.25,99.8,44.72,140.51,99.22
26021,1991,43.89,42.61,120.25,88.91,237.54,112.27,43.41,74.57,100.52,165.65,136.54,19.55
26021,1992,32.92,23.51,88.78,184.56,68.3,147.22,100.54,67.03,76.51,299.77,66.69,202.41
26021,1993,18.87,4.5,83.09,80.59,31.97,103.83,92.67,73.65,179.53,297.53,63.97,53.44
26021,1994,78.43,37.9,52.3,147.79,110.59,76.95,32.73,68.31,190.16,70.99,139.53,63.28
26021,1995,48.08,70.87,81.42,88.96,163.54,212.4,42.8,96.43,204.55,10.54,58.19,117.95
26021,1996,119.57,37.86,65.05,77.79,180.94,87.31,91.06,156.75,114.66,362.78,247.83,95.4
26021,1997,87.04,25.16,55.53,98.09,97.69,173.93,109.14,100.13,24.75,31.02,191.98,170.04
26021,1998,35.94,4.26,78.86,244.05,67.64,102.29,108.77,29.83,250.33,296.13,39.87,8.98
26021,1999,64.06,19.87,121.55,183.05,152.81,62.62,71.08,98.32,112.11,140.17,116.98,65.38
26021,2000,13.68,19.04,150.67,101.89,75.16,74.23,100.23,34.4,150.98,282.59,364.84,64.91
26021,2001,141.88,24.95,207.16,141.9,73.94,76.23,112.77,22.73,186.3,66.92,41.73,19.61
26021,2002,27.74,103.28,43.5,174.21,218.27,206.6,194.11,152.97,139.81,160.45,347.95,74.56
26021,2003,82.43,10.45,28.57,139.77,50.43,39.93,58.22,57.26,49.88,94.18,220.17,116.7
26021,2004,120.45,147.91,110.45,103.25,221.65,112.85,56.35,82.84,117.48,169.29,203.56,122.85
26021,2005,21.39,37,33.81,134.04,98.14,71.47,83.71,154.91,198.15,159.71,96.17,71.04
26021,2006,66.96,70.23,97.96,128.47,151.98,26.85,20.38,131.98,143.21,59.53,31.91,111.18
26021,2007,73.07,60.34,132.91,35.71,148.39,94.64,58.17,145.36,171.56,108.1,88.55,35.05
26021,2008,184.23,56.96,115.76,153.39,219.82,111,106.49,89.02,83.14,127.98,218.02,272.22
26021,2009,124.38,151.94,194.49,155.69,43.66,129.47,76.14,72.89,124.42,70.15,135.5,188.88
26021,2010,81.93,129.9,108.84,78.92,255.81,151.19,76.67,137.17,148.4,166.67,411.01,196.26
26021,2011,31.3,81.17,152.74,23.65,85.54,110.89,84.96,40.47,145.27,160.59,130.8,27.79
26021,2012,18,37.56,26.28,188.8,143.47,128.6,74.43,28.5,207.66,174.09,320.52,46.73
26021,2013,102.97,97.54,183.96,130.35,305.84,106.99,41.38,85.41,91.78,133.66,199.12,133.87
26021,2014,269.42,334.98,127.36,118.83,106.49,88.24,217.88,163.6,96.91,65.82,315.3,133.83
26021,2015,64.32,79.28,103.58,54.82,139.36,134.18,72.59,50.95,135.34,156.49,25.77,5.04
26021,2016,45.58,200.78,164.9,116.1,193.01,160.03,48.58,89.22,97.84,132.94,123.05,2.62
26021,2017,12.28,87.02,66.86,144.14,85.82,133.69,56.75,76.4,266.66,32.78,163.93,145.25
26021,2018,97.45,69.28,150.31,142.54,121.58,103.37,91.07,76.53,70.41,215.87,124.84,15.94
26021,2019,18.74,90.91,38.09,316.97,250.86,37.25,121.11,51.75,131.03,97.11,430.2,141.04
26021,2020,15.36,34.8,125.57,28.23,146.31,213.76,65.39,117.91,134.55,228.51,12.4,389.89
26021,2021,139.06,90.15,19.54,105.16,232.77,31.17,151.23,88.75,47.97,109.56,177.59,58.28
26021,2022,43.61,50.65,13.27,107.03,57.55,81.12,52.28,76.26,104.12,48.46,142,100.67
26024,1991,43.68,44.55,134.58,120.14,258.77,136.42,111.61,104.6,120.29,169.52,123.63,15.79
26024,1992,32.94,16.48,70.74,188.9,86.61,173.26,120.15,80.31,93.91,287.48,51.86,188.19
26024,1993,8.35,4.89,96.21,88.38,47.86,150.69,111.35,92.74,181.85,314.58,74.02,47.39
26024,1994,82.02,31.37,44.17,144.94,140.12,107.61,66.39,116.27,250.01,78.03,129.92,71.93
26024,1995,38.17,70.81,74.49,95.11,173.59,280.94,98.85,152.32,214.01,8.94,35.06,125.34
26024,1996,118.83,44.29,60.32,88.86,180.65,123.51,139.88,206.14,116.23,260.18,235.17,108.8
26024,1997,90.23,6.48,49.57,108,114.73,261.15,178.55,137.61,35.49,37.31,179.97,152.85
26024,1998,30.94,11.19,61.54,244.35,119.29,138.26,152.9,44.94,238.19,251.29,33.35,8.13
26024,1999,61.05,18.86,114.19,188.4,173.19,102.02,104.43,155.35,133.94,164.63,122.43,55.56
26024,2000,13.34,16.57,131.65,105.35,83.67,99.85,167.78,84.42,151.93,282.76,369.93,60.81
26024,2001,137.68,23.16,193.77,141.63,100.92,106.9,158.16,77.83,174.38,68.63,41.84,21
26024,2002,25.51,111.7,45.78,175.65,269.42,171.82,207.98,191.07,151.61,135.71,336.06,79.93
26024,2003,76.56,11.63,26.45,146.12,65.24,87.2,109.22,97.55,60.04,100.79,250.21,118.48
26024,2004,83.56,146.63,117.43,113.71,215.73,164.98,98.99,100.06,125.39,147.24,186.56,114.87
26024,2005,15.39,34.48,42.42,150.56,111.68,118,149.54,175.4,203.49,167.77,106.16,73.25
26024,2006,62.13,76.66,84.06,129.03,148.6,54.56,58.42,168.82,169.51,59.28,20.85,98.33
26024,2007,64.88,43.59,118.78,53.7,166.5,145.16,108.9,173.97,198.56,93.1,81.55,26.81
26024,2008,170.48,53.65,116.12,173.07,214.62,114.96,159.54,132.65,133.92,121.7,236.71,273.38
26024,2009,101.64,126.58,179.01,199.99,53.77,156.13,140.28,127.08,130.34,78,116.93,200.51
26024,2010,84.04,130.26,112.67,109.25,263.9,217.25,135.87,168.31,159.68,137.91,385.31,187.21
26024,2011,32.02,82.47,138.6,43.73,123.51,154.97,162.5,61.15,159.14,149.72,138.22,25.56
26024,2012,17.13,36.05,24.59,179.78,190,157.23,129.36,69.14,197.27,163.16,306.73,45.48
26024,2013,101.35,104.51,185.71,162.29,359.66,155.48,94.55,110.93,108.72,133.26,164.69,124.59
26024,2014,255.48,299.42,120.46,131.99,135.33,144.1,253.71,230.99,110.11,72.92,285.88,127.53
26024,2015,56.47,103.21,100.78,68.13,174.48,164.61,124.33,84.54,164.51,176.95,24.17,1.41
26024,2016,43.11,195.32,160.42,109.77,243.68,214.64,118.45,163.82,98.69,155.68,102.03,3.11
26024,2017,11.19,79.14,68.96,167.61,119.6,182.49,112.88,120.55,282.34,27.18,137.36,134.73
26024,2018,78.23,70.82,158.89,139.86,155.79,144.55,184.25,131.84,89.21,214.61,121.95,13.65
26024,2019,13.2,91.08,38.14,300.99,271.36,88.14,164.45,91.76,130.38,89.58,440.47,112.65
26024,2020,15.57,7.42,126.13,42.38,167.67,249.99,127.88,178.49,134.58,237.77,11.8,299.56
26024,2021,128.98,70.15,20.73,116.65,249.85,79.55,224.79,172.03,63.85,87.5,174.78,44.6
26024,2022,28.62,35.16,13.54,118.39,114.09,119.08,135.03,135.81,123.43,50.85,129.72,91.88
26026,1991,42.14,50.52,130.62,99.44,264.76,133.68,78.42,94.08,128.08,172.52,132.53,21.49
26026,1992,30.42,24.76,101.86,203.45,76.56,140.6,110.74,74.18,74.43,297.7,68.03,205.98
26026,1993,18.5,8.18,95.65,100.51,32.49,136.45,107.32,82.13,179.36,314.29,72.84,51.71
26026,1994,79.01,33.78,67.63,139.36,146.13,98.19,38.88,93.14,225.97,101.4,143,81.05
26026,1995,43.56,77.5,81.45,101.76,169.47,225.73,66.57,126.08,207.3,10.07,51,122.16
26026,1996,119.67,50.27,88.37,82.07,183.41,111.56,135.99,159.83,149.49,310.94,262.26,104.71
26026,1997,84.1,19.81,68.81,119.28,126.61,207.2,159.05,138.58,29.49,40.57,199.3,164.86
26026,1998,33.7,5.84,122.86,262.64,89.69,117.52,157.29,28.8,258.35,288.07,49.1,10.63
26026,1999,65.86,22.18,122.99,195.64,172.22,75.01,88.92,118.18,147.44,164.25,115.77,59.45
26026,2000,22.53,30.27,156.17,104.22,72.92,100.11,132.71,45.01,153.91,301.02,379.79,65.16
26026,2001,145.65,26.49,207.31,163.07,79.08,109.36,126.85,44.59,187.04,81.5,39.12,27.57
26026,2002,26.47,107.8,51.65,185.58,229.38,201.61,189.87,151.94,164.92,170.01,367.26,77.92
26026,2003,82.57,12.14,41.17,161.89,61.84,61.47,97.14,58.5,58.89,106.52,254.36,120.73
26026,2004,130.31,151.5,121.73,110.91,229.28,156.37,82.44,92.71,124.21,164.6,192.57,114.92
26026,2005,24.35,45.52,44.08,146.82,110.2,100.08,121.57,172.33,209.4,166.23,109.23,71.32
26026,2006,66.81,78.48,109.89,132.25,168.47,39.5,25.6,159.32,154.95,71.3,29.04,109.77
26026,2007,69.75,62.48,123.19,41.49,149.55,102.1,83.26,166.69,190.36,116.14,92.33,43.8
26026,2008,193.59,59.5,138.86,171.23,200.73,93.99,141.69,106.77,125.16,135.3,225.76,273.46
26026,2009,116.25,150.9,194.28,164.92,57.76,166.02,94.2,101.87,123.46,86.39,126.34,203.67
26026,2010,91.02,135.65,128.56,96.02,254.33,168.3,111.47,164.66,151.11,163.34,403.95,194.75
26026,2011,48.22,92.7,154.84,26.66,108.46,117.61,116.14,45.81,146.5,174,130.42,34.9
26026,2012,20.15,49.41,24.89,190.12,166.13,159.27,100.93,48.4,197.99,178.53,325.46,47.76
26026,2013,102.7,103.98,190.19,148.07,326.7,123.83,60.76,97.38,117.44,141.95,190.15,143.24
26026,2014,270.38,319.32,125,130.03,122.52,109.01,210.58,210.5,117.17,84.76,304.78,136.69
26026,2015,64.71,89.84,108.22,69.38,171.13,152.13,100.97,60.39,167.44,157.12,28.33,3.23
26026,2016,47.81,197.42,165.24,127.17,225.68,175.92,67.95,121,108.33,160.91,117.2,4.31
26026,2017,13.78,86.87,76.05,180.58,121.9,183.33,97.92,91.03,278.77,41.36,154.86,154.32
26026,2018,89.66,75.32,158.02,141.53,108.8,130.35,157.67,93.94,65.15,235.6,115.8,19.72
26026,2019,19.27,96.39,49.21,315.48,262.86,53.9,141.99,68.16,117.75,115.78,434.45,139.41
26026,2020,15.2,31.95,140.82,42.03,196.22,224.66,115.18,134.3,134.82,257.67,13.41,376.69
26026,2021,133.04,101.24,30.36,123.27,256.39,41.26,186.41,124.81,71.09,104.93,184.66,57.19
26026,2022,41.66,50.4,19.2,119.57,81.81,89.56,86.48,100.93,134.78,65.83,146.52,105.62
26028,1991,38.02,35.09,96.85,83.54,221.11,98.82,37.74,78.59,77.17,162.17,138.87,14.47
26028,1992,33.18,17.19,73.13,154.52,57.16,147.73,94.56,74.07,87.6,287.19,61.43,172.23
26028,1993,9.19,2.61,67.25,61.98,24.98,89.59,78.22,81.78,164.56,274.54,65.09,51.33
26028,1994,88.31,35.86,29.38,149.8,88.58,66.48,25.42,66.93,174.6,66.27,121.69,51.37
26028,1995,47.1,66.03,85.39,66.3,161.37,203.1,36.98,90.68,201.21,11.32,55.72,107.85
26028,1996,114.07,34.32,36.57,79.85,162.75,79.63,61.57,182.58,97.23,366.44,246.71,85.51
26028,1997,91.84,15.2,36.9,84.81,74.93,153.13,79.56,83.6,28.82,24.96,173.02,161.23
26028,1998,36.24,4.75,31.65,207.6,57.28,101.88,85.61,33.69,257.2,303.9,34.5,11.01
26028,1999,57.58,22.8,115.1,166.67,135.51,68.58,69.58,92.37,87.02,120.69,122.28,69.39
26028,2000,7.86,8.56,129.79,91,70.23,66.13,88.63,36.68,150.16,238.96,320.86,67.6
26028,2001,138.21,19.11,182.92,124.29,69.39,69.57,120.11,19.92,219.86,58.83,46.66,13.39
26028,2002,23.46,85.3,29.81,160.02,197.86,187.65,207.88,173.12,126.17,137.18,274.11,67.89
26028,2003,87.13,11.2,12.84,124.43,39,32.55,48.85,63.61,56.21,88.56,172.94,108
26028,2004,90.84,145.67,95.51,89.32,179.25,84.19,38.76,94.6,112,163.95,200.48,121.85
26028,2005,15.31,28.42,26.05,114.96,79.27,51.04,75.65,159.55,198.92,131.21,104.27,70.8
26028,2006,60.52,58.77,84.55,125.4,127.48,17.18,14.75,135.81,123.38,47.72,33.82,100.71
26028,2007,82.28,60.15,118.38,28.22,131.69,94.87,59.25,149.6,160.79,103.92,63.86,23.95
26028,2008,150.59,52.89,102.08,130.95,194.7,116.69,99.77,107.52,62.05,103.24,209.08,252.63
26028,2009,117.77,132.72,180.94,131.84,28.35,104.63,78.53,78.08,121.23,67.72,125.84,171.32
26028,2010,75.65,134.9,79.83,71.25,242.16,148.64,78.73,122.52,166.17,160.42,366.08,180.27
26028,2011,25.21,63.47,132.11,19.4,75.45,126.71,99.23,32.95,163.06,137.43,106.84,24.29
26028,2012,18.3,27.78,20.74,176.31,115.31,103.98,72.02,21.86,234.01,158.96,283.18,46.71
26028,2013,103.63,96.41,177.45,103.22,269.85,108.38,35.88,94.93,87.19,122.22,194.54,97
26028,2014,255.72,348.21,113.99,85.33,104.48,76.07,227.51,154.68,102.92,59.08,301.82,139.49
26028,2015,55.35,66.11,94.86,47.21,119.11,122.63,62.42,65.67,134.66,164.11,19.98,3.41
26028,2016,45.13,196.6,150.05,95.16,165.8,159.22,59.87,82.99,116.41,123.1,140.25,0.81
26028,2017,11.55,86.33,48.27,112.94,72.14,141.1,42.5,90.2,307.72,26.86,153.69,124.01
26028,2018,83.45,69.9,143.88,123.06,138.95,100.39,65.81,103.2,88.33,192.51,124.37,12.62
26028,2019,16.88,78.13,27.3,266.29,233.83,31.62,133.9,49.48,155.32,72.09,413.02,127.5
26028,2020,15.86,27.5,108.33,22.43,113.77,210.37,47.14,117.02,156.44,202,14.65,346.47
26028,2021,136.73,84.49,14.97,108.52,211.02,26.05,155.18,88.15,46.25,109.99,171.61,61.5
26028,2022,40.03,40.74,7.64,96.98,47.65,90.91,39.6,81.81,116.58,43.75,132.37,94.46
26033,1991,44.07,39.05,115.1,84.05,225.09,103.24,28.91,68.13,88.41,164.28,139.14,18.5
26033,1992,33.78,22.55,83.71,176.29,64.12,150.3,96.7,64.28,77.37,299.43,66.32,200.12
26033,1993,18.35,2.94,76.99,70.67,30.97,88.88,86.06,70.74,180.68,291.58,60.08,54.21
26033,1994,79.22,39.43,44.57,151.82,94.56,67.5,29.26,58.14,175.96,58.1,135.92,54.72
26033,1995,49.74,68.09,81.87,82.58,161.24,205.94,32.35,83.75,204.25,10.69,60.6,115.53
26033,1996,119.9,32.64,53.12,76.42,180.04,77.49,71.92,157.3,98.67,384.37,244.06,90.59
26033,1997,88.57,26.6,49.11,88.11,84.75,159.64,87.25,82.8,23.51,26.85,188.99,171.67
26033,1998,36.81,3.6,57.83,236.17,57.94,96.33,88.91,30.73,248.2,299.33,35.35,8.38
26033,1999,63.28,19.02,121.46,177.72,143.25,58.99,63.28,89.52,97.23,129.54,116.95,68.14
26033,2000,9.64,13.83,147.83,99.98,76.24,62.24,86.67,30.61,150.78,273.3,359.46,64.42
26033,2001,140.91,24.15,205.6,132.5,71.45,62.2,108.1,13.29,186.63,60.28,42.72,15.93
26033,2002,27.95,100,39.4,169.02,211.42,209.64,193.27,154.15,128.49,155.1,339.48,72.36
26033,2003,82.21,9.8,22.48,129.82,45.82,30.69,42.28,57.47,46.68,88.95,204.29,114.68
26033,2004,114.11,145.73,104.72,99.77,218.07,94.51,45.26,79.95,115.59,172.3,207.23,125.51
26033,2005,19.6,32.71,28.88,128.04,92.05,58.31,67.19,146.93,193.2,154.48,90.66,71.02
26033,2006,66.45,65.95,92.29,126.57,143.25,21.18,17.99,121.76,136.09,54.67,33.16,111.31
26033,2007,75.65,59.45,136.46,33.02,147.24,92.22,48.58,136.68,164.37,104.68,86.27,30.51
26033,2008,178,55.56,105.07,144.74,228.36,117.62,92.57,82.58,65.01,124.78,214.76,271.89
26033,2009,127.51,152.36,194.43,149.71,37.71,114.71,68.33,61.65,124.05,63.18,137.27,182.7
26033,2010,77.33,127.35,98.79,71.97,257.04,143.75,61.57,125.08,149.27,168.51,412.59,196.09
26033,2011,23.77,75.15,151.41,22.07,75.72,109.78,72.14,38.97,148.68,154.42,128.97,24.6
26033,2012,17.24,31.86,26.73,189.02,132.91,115.43,63.37,19.8,214.48,170.96,316.37,46.19
26033,2013,102.78,94.3,180.81,122.06,294.67,100.08,32.83,80.44,81.64,129.41,201.98,128.64
26033,2014,269.16,343.53,127.79,111.52,100.5,79.48,221.62,144.62,89.66,58.36,321.62,132.37
26033,2015,63.71,73.85,101.22,48.69,124.43,126.62,61.88,47.21,122.43,156.04,24.51,5.71
26033,2016,44.37,202.27,163.38,110.28,179.14,154.45,40.54,76.13,93.88,121.03,126.71,1.8
26033,2017,11.65,86.84,62.67,129.02,70.56,113.17,39.07,71.05,264.62,28.59,166.34,140.87
26033,2018,100.55,66.25,147.23,141.58,127.8,91.24,63,69.94,73.09,208.57,128.88,14.19
26033,2019,18.4,88.75,33.01,314.52,244.46,29.98,113.15,44.35,137.3,87.55,428.69,141.83
26033,2020,15.38,35.64,120.6,24.61,132.87,216.12,50.9,116.98,139.59,220.1,12.42,394.63
26033,2021,141.62,87.17,16.39,100.9,225.63,29.49,143.46,81.37,42.3,112.75,176.85,59.58
26033,2022,44.13,50.44,11.35,103.37,51.7,81.95,41.71,70.25,99.8,44.72,140.51,99.22
26036,1991,40.83,37.62,110.69,91.54,208.46,95.14,56.75,75.46,97.06,149.68,116.42,10.65
26036,1992,34.17,15.2,55.47,148.54,47.73,128.7,83.67,61.41,82.3,259.25,41.01,164.63
26036,1993,7.56,2.06,86.45,62.83,20.88,85.39,69.54,60.42,154.2,253.85,64.6,41.9
26036,1994,79.97,25.86,28.4,124.62,98.74,71.35,26.11,80.41,202.29,56.3,122.17,65.37
