"iso","model","tas"
"IT-VB","CMCC-CM2-SR5",4.47258676043762
"IT-VC","CMCC-CM2-SR5",8.6750271668223
"IT-VE","CMCC-CM2-SR5",12.1173277824988
"IT-VI","CMCC-CM2-SR5",9.34024842405128
"IT-VR","CMCC-CM2-SR5",11.0496275035758
"IT-VS","CMCC-CM2-SR5",14.6342295747422
"IT-VT","CMCC-CM2-SR5",12.6897288127745
"IT-VV","CMCC-CM2-SR5",12.8475310527251
"IT-AG","CNRM-ESM2-1",15.2838287315955
"IT-AL","CNRM-ESM2-1",10.6314627131406
"IT-AN","CNRM-ESM2-1",12.2460294763439
"IT-AO","CNRM-ESM2-1",-0.116276706462618
"IT-AP","CNRM-ESM2-1",10.291667478013
"IT-AQ","CNRM-ESM2-1",6.92785986365132
"IT-AR","CNRM-ESM2-1",10.0833236142874
"IT-AT","CNRM-ESM2-1",10.8218317434633
"IT-AV","CNRM-ESM2-1",11.1051205018267
"IT-BA","CNRM-ESM2-1",13.5061030583278
"IT-BG","CNRM-ESM2-1",7.47180234797921
"IT-BI","CNRM-ESM2-1",8.32598256169497
"IT-BL","CNRM-ESM2-1",3.88915361034705
"IT-BN","CNRM-ESM2-1",11.7840223306435
"IT-BO","CNRM-ESM2-1",10.9670575774265
"IT-BR","CNRM-ESM2-1",14.7832193335828
"IT-BS","CNRM-ESM2-1",8.02647943445759
"IT-BT","CNRM-ESM2-1",14.146758449856
"IT-BZ","CNRM-ESM2-1",1.3599925126676
"IT-CA","CNRM-ESM2-1",14.436994420346
"IT-CB","CNRM-ESM2-1",12.0944843340894
"IT-CE","CNRM-ESM2-1",13.3262820222333
"IT-CH","CNRM-ESM2-1",11.4996031677186
"IT-CI","CNRM-ESM2-1",14.780838166539
"IT-CL","CNRM-ESM2-1",15.0800206120214
"IT-CN","CNRM-ESM2-1",6.6726745155442
"IT-CO","CNRM-ESM2-1",8.48994747783736
"IT-CR","CNRM-ESM2-1",11.8259203661008
"IT-CS","CNRM-ESM2-1",12.0337156083723
"IT-CT","CNRM-ESM2-1",13.6027557073607
"IT-CZ","CNRM-ESM2-1",12.9221406351096
"IT-EN","CNRM-ESM2-1",13.8445270107404
"IT-FC","CNRM-ESM2-1",10.4445340350138
"IT-FE","CNRM-ESM2-1",12.2186129766879
"IT-FG","CNRM-ESM2-1",13.9151541927292
"IT-FI","CNRM-ESM2-1",11.0393240619512
"IT-FM","CNRM-ESM2-1",11.7193091838077
"IT-FR","CNRM-ESM2-1",11.3252373508249
"IT-GE","CNRM-ESM2-1",9.85268041610991
"IT-GO","CNRM-ESM2-1",12.2000983622132
"IT-GR","CNRM-ESM2-1",12.8167647250981
"IT-IM","CNRM-ESM2-1",10.278072369796
"IT-IS","CNRM-ESM2-1",9.3781287616698
"IT-KR","CNRM-ESM2-1",14.6975699705699
"IT-LC","CNRM-ESM2-1",8.0208870645558
"IT-LE","CNRM-ESM2-1",15.4526076452588
"IT-LI","CNRM-ESM2-1",14.0765366573403
"IT-LO","CNRM-ESM2-1",11.7862663923356
"IT-LT","CNRM-ESM2-1",13.764690291919
"IT-LU","CNRM-ESM2-1",10.3588598188875
"IT-MB","CNRM-ESM2-1",11.5546875499587
"IT-MC","CNRM-ESM2-1",10.447364395838
"IT-ME","CNRM-ESM2-1",12.9257521284468
"IT-MI","CNRM-ESM2-1",11.9106511497221
"IT-MN","CNRM-ESM2-1",12.0484264648914
"IT-MO","CNRM-ESM2-1",10.2108390275834
"IT-MS","CNRM-ESM2-1",10.0985800229595
"IT-MT","CNRM-ESM2-1",13.9693485074232
"IT-NA","CNRM-ESM2-1",15.1336849564185
"IT-NO","CNRM-ESM2-1",10.9307133294021
"IT-NU","CNRM-ESM2-1",12.7658724449245
"IT-OG","CNRM-ESM2-1",12.6485372113775
"IT-OR","CNRM-ESM2-1",14.2489104865485
"IT-OT","CNRM-ESM2-1",13.8930701916613
"IT-PA","CNRM-ESM2-1",13.7526523914624
"IT-PC","CNRM-ESM2-1",9.97616343279088
"IT-PD","CNRM-ESM2-1",12.0060712668198
"IT-PE","CNRM-ESM2-1",11.0060799268141
"IT-PG","CNRM-ESM2-1",10.4671362456495
"IT-PI","CNRM-ESM2-1",12.8002565103254
"IT-PN","CNRM-ESM2-1",9.18417524121444
"IT-PO","CNRM-ESM2-1",10.9508540449798
"IT-PR","CNRM-ESM2-1",9.57058610072516
"IT-PT","CNRM-ESM2-1",10.304254540121
"IT-PU","CNRM-ESM2-1",11.0924554446431
"IT-PV","CNRM-ESM2-1",11.4065991560655
"IT-PZ","CNRM-ESM2-1",10.8788105565121
"IT-RA","CNRM-ESM2-1",11.8639289319113
"IT-RC","CNRM-ESM2-1",13.4530505867963
"IT-RE","CNRM-ESM2-1",10.0006975782617
"IT-RG","CNRM-ESM2-1",15.1656054270042
"IT-RI","CNRM-ESM2-1",9.13973686979628
"IT-RM","CNRM-ESM2-1",12.9978912329766
"IT-RN","CNRM-ESM2-1",11.3294066480842
"IT-RO","CNRM-ESM2-1",12.438746949437
"IT-SA","CNRM-ESM2-1",12.5263058443191
"IT-SI","CNRM-ESM2-1",11.3710024108757
"IT-SO","CNRM-ESM2-1",1.07671606275067
"IT-SP","CNRM-ESM2-1",11.3872182538776
"IT-SR","CNRM-ESM2-1",15.6885378381411
"IT-SS","CNRM-ESM2-1",13.7562439241115
"IT-SV","CNRM-ESM2-1",10.3819607523084
"IT-TA","CNRM-ESM2-1",14.4326725786784
"IT-TE","CNRM-ESM2-1",10.4537686590346
"IT-TN","CNRM-ESM2-1",3.58808021834966
"IT-TO","CNRM-ESM2-1",6.5128196604915
"IT-TP","CNRM-ESM2-1",16.0718683236379
